,roc_auc
230,0.8442826170762848
231,0.8373142748007907
232,0.8378978436247757
233,0.8476876527447187
234,0.8480041946219712
235,0.826320191834988
236,0.8457662966015073
237,0.8319755042565156
238,0.8380437358307721
239,0.8340427526057232
240,0.8431031006956848
241,0.836243514428297
242,0.8308923651513919
243,0.8371188676642747
244,0.8622202848523217
245,0.8307712304106556
246,0.8453162412508886
247,0.8548390234240989
248,0.8512633380844088
249,0.8543889680734802
250,0.8353681611923194
251,0.8490378187965749
252,0.84842949250733
253,0.8319383680586256
254,0.8325095581499807
255,0.8454868909221449
256,0.8322672886685082
257,0.8530264232889939
258,0.8506673905277937
259,0.8410234736138471
260,0.8392356309440021
261,0.8536471283108689
262,0.8406229331937485
263,0.8399774707066134
264,0.8455956469302511
265,0.840269255118606
266,0.8404151473246021
267,0.8476628952794587
268,0.8438449404582961
269,0.8515675012290314
270,0.8493172244759374
271,0.8463498654254923
272,0.8402816338512358
273,0.8569310292385665
274,0.8389438465320096
275,0.8377271939535196
276,0.8569310292385665
277,0.8527346388770013
278,0.8439908326642923
279,0.8432242354364211
280,0.8525763679383752
281,0.8559937823394389
282,0.8421658537965572
283,0.8463374866928624
284,0.8468494357066311
285,0.8447326724269036
286,0.8407069317365947
287,0.859606603877019
288,0.8307464729453955
289,0.844453266747541
290,0.8533429651662464
291,0.8431031006956848
292,0.8442949958089149
293,0.8628533686068266
294,0.8383355202427647
295,0.8453162412508886
296,0.8484666287052199
297,0.8479918158893412
298,0.8531846942276201
299,0.8567480008346803
300,0.860202551433634
301,0.8505091195891674
302,0.846228730684756
303,0.8433701276424173
304,0.8425071531390698
305,0.8348093498335944
306,0.8464957576314887
307,0.8380437358307721
308,0.8511422033436724
309,0.8579027597500203
310,0.8564933526205777
311,0.8343221582850857
312,0.8297499849686818
313,0.857210434917929
314,0.8411817445524734
315,0.8303459325252969
316,0.8506921479930537
317,0.8398315785006171
318,0.8365476775729197
319,0.8422029899944472
320,0.851409230290405
321,0.8352098902536933
322,0.8306129594720293
323,0.8546683737528427
324,0.8524676119302689
325,0.833313291575742
326,0.8422029899944472
327,0.8353805399249494
328,0.8466664073027449
329,0.840269255118606
330,0.832096638997252
331,0.8482959790339637
332,0.8479918158893412
333,0.8543889680734802
334,0.8291169012141768
335,0.8367183272441757
336,0.8411569870872134
337,0.8224527220833053
338,0.8438449404582961
339,0.8494878741471937
340,0.8512633380844088
341,0.8467999207761112
342,0.8369977329235383
343,0.8491713322699412
344,0.8531846942276201
345,0.8399774707066134
346,0.8382143855020283
347,0.8554225922480838
348,0.8303211750600368
349,0.8352470264515832
350,0.8473958683327262
351,0.8401233629126097
352,0.8488671691253187
353,0.8427865588184322
354,0.8315130701732668
355,0.8333009128431119
356,0.8292627934201731
357,0.8285209536575618
358,0.8358305952755682
359,0.8395397940886247
360,0.8465328938293786
361,0.8488919265905787
362,0.8358182165429382
363,0.8439784539316623
364,0.8404027685919722
365,0.8510926884131524
366,0.8527593963422614
367,0.8436866695196699
368,0.8523093409916425
369,0.8422029899944472
370,0.8355388108635756
371,0.8528929098156275
372,0.8404151473246021
373,0.8469581917147374
374,0.8442826170762848
375,0.8551555653013514
376,0.8441491036029185
377,0.8418864481171948
378,0.8549725368974652
379,0.8594359542057628
380,0.8375813017475233
381,0.8480041946219712
382,0.8555808631867102
383,0.8329967496984894
384,0.8421906112618172
385,0.845012078106266
386,0.847833544950715
387,0.8475541392713524
388,0.8603360649070003
389,0.8353557824596897
390,0.8398439572332471
391,0.8435407773136736
392,0.8447202936942736
393,0.8389562252646396
394,0.8477247889426086
395,0.8552643213094576
396,0.8450244568388962
397,0.8499379294978124
398,0.8409987161485872
399,0.8521510700530164
400,0.8265995975143504
401,0.8436619120544099
402,0.8551431865687215
403,0.8500838217038088
404,0.8356723243369419
405,0.8364017853669232
406,0.8506921479930537
407,0.8521758275182764
408,0.8558850263313327
409,0.8402940125838658
410,0.8392603884092621
411,0.8328384787598632
412,0.8548390234240989
413,0.8493543606738274
414,0.8549849156300953
415,0.8536471283108689
416,0.8517257721676574
417,0.8422029899944472
418,0.8445991589535372
419,0.8425195318716997
420,0.8294334430914292
421,0.8551308078360914
422,0.8359517300163046
423,0.8527470176096313
424,0.8415822849725721
425,0.842653045345066
426,0.856018539804699
427,0.8387979543260135
428,0.8486001421785861
429,0.8515675012290314
430,0.8386520621200171
431,0.8457786753341373
432,0.8407193104692248
433,0.8546931312181025
434,0.8609196337309853
435,0.8444161305496511
436,0.8378978436247757
437,0.8481005718974474
438,0.8346139426970782
439,0.8359888662141944
440,0.8465205150967486
441,0.8528681523503676
442,0.8357934590776783
443,0.8404275260572321
444,0.8390649812727459
445,0.8481872230258574
446,0.8473834896000961
447,0.8438449404582961
448,0.8473958683327262
449,0.8429448297570585
450,0.8383107627775046
451,0.8325590730805006
452,0.8343345370177156
453,0.8481500868279673
454,0.8404399047898622
455,0.8417900708417184
456,0.8576604902685477
457,0.839248009676632
458,0.8389562252646396
459,0.8325714518131306
460,0.8226109930219316
461,0.8439784539316623
462,0.8340056164078333
463,0.847833544950715
464,0.8561891894759552
465,0.8399898494392435
466,0.8433825063750473
467,0.8359764874815645
468,0.8386396833873871
469,0.8410234736138471
470,0.8435531560463035
471,0.8335803185224744
472,0.84608283847876
473,0.8282415479781993
474,0.8585606009697854
475,0.8525763679383752
476,0.8291292799468069
477,0.8355016746656858
478,0.8396980650272509
479,0.8349304845743306
480,0.8414735289644659
481,0.8355016746656858
482,0.8421782325291872
483,0.8375813017475233
484,0.8463251079602324
485,0.8309542588145418
486,0.8453162412508886
487,0.843273750366941
488,0.8328384787598632
489,0.8341886448117195
490,0.8352098902536933
491,0.828691603328818
492,0.8478211662180849
493,0.8560432972699589
494,0.8390649812727459
495,0.8481500868279673
496,0.8511174458784125
497,0.8247993761118754
498,0.84486618590027
499,0.8405857969958584
500,0.8398191997679871
501,0.8318048545852594
502,0.8423612609330735
503,0.8294086856261693
504,0.8402816338512358
505,0.8427865588184322
506,0.8420323403231911
507,0.8365352988402897
508,0.8392356309440021
509,0.850217335177175
510,0.8462411094173861
511,0.8343716732156057
512,0.8427989375510622
513,0.8479670584240813
514,0.8401357416452396
515,0.8454992696547747
516,0.8546683737528427
517,0.8456204043955111
518,0.8475293818060924
519,0.8519804203817601
520,0.8382020067693984
521,0.8417776921090885
522,0.8482959790339637
523,0.8486125209112162
524,0.8563103242166914
525,0.8307464729453955
526,0.8309295013492818
527,0.8459121888075036
528,0.8365600563055495
529,0.835076376780327
530,0.8391021174706358
531,0.8561520532780652
532,0.8370224903887983
533,0.8304670672660331
534,0.8387979543260135
535,0.8650665091620305
536,0.8494631166819337
537,0.8512880955496688
538,0.8481377080953374
539,0.8493419819411974
540,0.8457662966015073
541,0.8333009128431119
542,0.8405362820653385
543,0.8433701276424173
544,0.8631699104840791
545,0.8472499761267299
546,0.8414487714992059
547,0.8534888573722424
548,0.8563103242166914
549,0.8697005761415844
550,0.8283750614515655
551,0.8537806417842352
552,0.837472545739417
553,0.8463498654254923
554,0.8431031006956848
555,0.8360976222223008
556,0.847845923683345
557,0.8435407773136736
558,0.8276579791542142
559,0.8447202936942736
560,0.8410358523464772
561,0.8438449404582961
562,0.8486001421785861
563,0.8344804292237119
564,0.8393567656847384
565,0.8231945618459166
566,0.8260160286903653
567,0.8237657519372716
568,0.8321337751951419
569,0.8465081363641187
570,0.861369689081604
571,0.8453162412508886
572,0.84726235485936
573,0.828095655772203
574,0.8396609288293609
575,0.8358182165429382
576,0.8433948851076772
577,0.8329967496984894
578,0.8367059485115458
579,0.825128296721758
580,0.8371560038621646
581,0.8505338770544275
582,0.8435160198484136
583,0.8377148152208896
584,0.8370348691214283
585,0.8585234647718952
586,0.8550096730953551
587,0.840269255118606
588,0.8289586302755505
589,0.836255893160927
590,0.8535012361048725
591,0.8450244568388962
592,0.8405486607979684
593,0.8416070424378322
594,0.8548266446914689
595,0.8545224815468464
596,0.8545348602794763
597,0.8282415479781993
598,0.8325466943478707
599,0.8417529346438285
600,0.8548142659588388
601,0.8486001421785861
602,0.8310753935552782
603,0.8369977329235383
604,0.842653045345066
605,0.8462039732194961
606,0.8384937911813908
607,0.8408899601404808
608,0.8282539267108292
609,0.8512880955496688
610,0.8269037606589731
611,0.8488671691253187
612,0.842653045345066
613,0.8536471283108689
614,0.8455832681976212
615,0.8378854648921459
616,0.8301752828540405
617,0.8420818552537108
618,0.8397944423027272
619,0.8442949958089149
620,0.8416070424378322
621,0.860603091853733
622,0.841461150231836
623,0.8469458129821074
624,0.8436619120544099
625,0.8466664073027449
626,0.8529052885482575
627,0.8500714429711788
628,0.8490254400639451
629,0.8436866695196699
630,0.8462163519521261
631,0.8442702383436549
632,0.8401109841799796
633,0.8463622441581223
634,0.8330091284311194
635,0.8444285092822811
636,0.8461915944868662
637,0.8454868909221449
638,0.8364265428321832
639,0.8342010235443494
640,0.840244497653346
641,0.8347474561704447
642,0.8365848137708094
643,0.8471164626533636
644,0.8358182165429382
645,0.8423488822004435
646,0.8515551224964013
647,0.84489094336553
648,0.8321090177298819
649,0.8521634487856463
650,0.8392232522113722
651,0.8530511807542538
652,0.8401604991104996
653,0.847845923683345
654,0.8561520532780652
655,0.843273750366941
656,0.8272450600014853
657,0.8371312463969046
658,0.8436866695196699
659,0.828679224596188
660,0.8537806417842352
661,0.8554349709807139
662,0.8447079149616435
663,0.8499255507651825
664,0.8462039732194961
665,0.8524552331976388
666,0.8512757168170387
667,0.8405734182632285
668,0.8325590730805006
669,0.8551555653013514
670,0.8396856862946208
671,0.8352098902536933
672,0.8334468050491082
673,0.8358305952755682
674,0.8450244568388962
675,0.8551184291034615
676,0.8334591837817382
677,0.8399527132413535
678,0.859569467679129
679,0.8548266446914689
680,0.8291416586794368
681,0.8447326724269036
682,0.8454621334568849
683,0.8529052885482575
684,0.8543765893408501
685,0.8473958683327262
686,0.8366935697789158
687,0.8452791050529986
688,0.8295421990995356
689,0.8407069317365947
690,0.8495966301553001
691,0.826916139391603
692,0.8391021174706358
693,0.8329967496984894
694,0.8518716643736537
695,0.861369689081604
696,0.8474082470653561
697,0.8361223796875608
698,0.8469581917147374
699,0.8341886448117195
700,0.8442949958089149
701,0.8394062806152585
702,0.8445496440230172
703,0.8292751721528031
704,0.827487329482958
705,0.8442949958089149
706,0.8370348691214283
707,0.8462163519521261
708,0.8374354095415271
709,0.8518716643736537
710,0.8455832681976212
711,0.8399898494392435
712,0.8468246782413711
713,0.8490749549944648
714,0.8375565442822634
715,0.8353681611923194
716,0.846654028570115
717,0.8485506272480663
718,0.8315378276385268
719,0.8356723243369419
720,0.8381896280367684
721,0.8450244568388962
722,0.8460704597461299
723,0.8297499849686818
724,0.8463498654254923
725,0.8386025471894971
726,0.8465328938293786
727,0.8543889680734802
728,0.8375936804801534
729,0.8470793264554737
730,0.8365600563055495
731,0.8517257721676574
732,0.838481412448761
733,0.8417529346438285
734,0.843248992901681
735,0.8563227029493214
736,0.8457662966015073
737,0.8405734182632285
738,0.8377519514187796
739,0.8395521728212546
740,0.8392232522113722
741,0.8469705704473673
742,0.8515675012290314
743,0.8384690337161309
744,0.8453286199835186
745,0.8331426419044856
746,0.835659945604312
747,0.8398068210353572
748,0.8301629041214105
749,0.8358305952755682
750,0.8408404452099609
751,0.8498044160244461
752,0.838481412448761
753,0.8481500868279673
754,0.8479794371567111
755,0.8492084684678313
756,0.8374230308088971
757,0.8451827277775222
758,0.8288251168021843
759,0.8469581917147374
760,0.8487707918498424
761,0.844440888014911
762,0.8323884234092445
763,0.8439908326642923
764,0.8512385806191488
765,0.8374477882741571
766,0.8347845923683344
767,0.8488547903926887
768,0.8478583024159749
769,0.8364141640995534
770,0.8448414284350099
771,0.8424823956738098
772,0.8542306971348539
773,0.8439536964664023
774,0.8427865588184322
775,0.8506550117951638
776,0.8305882020067694
777,0.8325343156152406
778,0.8373018960681607
779,0.8442702383436549
780,0.8585606009697854
781,0.8425071531390698
782,0.8401233629126097
783,0.8361100009549307
784,0.8304794459986631
785,0.8361347584201907
786,0.8414735289644659
787,0.8376060592127834
788,0.8407193104692248
789,0.8503632273831713
790,0.8438201829930361
791,0.8318048545852594
792,0.8606154705863628
793,0.8431154794283147
794,0.8356723243369419
795,0.8499379294978124
796,0.8465452725620085
797,0.8453038625182586
798,0.8349304845743306
799,0.8536099921129789
800,0.8533305864336164
801,0.8375936804801534
802,0.8483083577665937
803,0.8426654240776958
804,0.8346634576275983
805,0.8405981757284884
806,0.85319707296025
807,0.8387979543260135
808,0.8340303738730932
809,0.8435779135115635
810,0.857794003741914
811,0.8466787860353749
812,0.8438201829930361
813,0.84486618590027
814,0.8475293818060924
815,0.858365193833269
816,0.8481500868279673
817,0.8338968603997269
818,0.8365476775729197
819,0.8325466943478707
820,0.8392603884092621
821,0.8429324510244285
822,0.8469705704473673
823,0.8408775814078508
824,0.8453286199835186
825,0.8409987161485872
826,0.8473834896000961
827,0.8404275260572321
828,0.8413152580258397
829,0.8493296032085674
830,0.8463374866928624
831,0.8585358435045253
832,0.8325466943478707
833,0.842640666612436
834,0.84845424997259
835,0.8567603795673103
836,0.8237905094025316
837,0.8334344263164782
838,0.8537682630516051
839,0.8479918158893412
840,0.8512880955496688
841,0.8317800971199995
842,0.8463622441581223
843,0.8399527132413535
844,0.8429448297570585
845,0.8352098902536933
846,0.8413276367584697
847,0.8570769214445627
848,0.8567727582999403
849,0.8371436251295347
850,0.8493543606738274
851,0.8404151473246021
852,0.8520051778470201
853,0.8679251122043693
854,0.851409230290405
855,0.8469705704473673
856,0.8398068210353572
857,0.8454745121895149
858,0.8704176584389356
859,0.8433825063750473
860,0.8408652026752209
861,0.8454621334568849
862,0.8417776921090885
863,0.8393939018826284
864,0.8488919265905787
865,0.8364017853669232
866,0.8518469069083938
867,0.8522845835263826
868,0.8427865588184322
869,0.843857319190926
870,0.8422153687270773
871,0.828679224596188
872,0.8413028792932098
873,0.8340303738730932
874,0.833872102934467
875,0.8417281771785685
876,0.8340303738730932
877,0.8396980650272509
878,0.8427865588184322
879,0.8463993803560123
880,0.8365724350381796
881,0.8436866695196699
882,0.8475665180039823
883,0.8456327831281412
884,0.8546683737528427
885,0.8120422079414876
886,0.8534640999069826
887,0.8442826170762848
888,0.8404151473246021
889,0.8361347584201907
890,0.8382020067693984
891,0.8521882062509063
892,0.8365600563055495
893,0.8546931312181025
894,0.8460580810134999
895,0.8469829491799974
896,0.847833544950715
897,0.8358058378103083
898,0.8616614734935967
899,0.8541095623941175
900,0.8456204043955111
901,0.8231945618459166
902,0.8453286199835186
903,0.8360976222223008
904,0.8576604902685477
905,0.8487336556519524
906,0.8548142659588388
907,0.8328261000272332
908,0.8383231415101347
909,0.838481412448761
910,0.8431031006956848
911,0.8389190890667496
912,0.8346263214297082
913,0.8283750614515655
914,0.8398068210353572
915,0.8462039732194961
916,0.8525639892057452
917,0.857794003741914
918,0.8376184379454134
919,0.8371560038621646
920,0.8503879848484313
921,0.838481412448761
922,0.8357934590776783
923,0.8529176672808876
924,0.8374354095415271
925,0.8450368355715261
926,0.8413152580258397
927,0.8515675012290314
928,0.8603113074417404
929,0.8472747335919899
930,0.8574774618646616
931,0.8359517300163046
932,0.8481748442932273
933,0.8465081363641187
934,0.8300293906480444
935,0.843807804260406
936,0.8616738522262266
937,0.8295545778321656
938,0.836293029358817
939,0.8431031006956848
940,0.8530883169521437
941,0.8268790031937131
942,0.8622697997828416
943,0.8255659733397467
944,0.8459369462727636
945,0.8384937911813908
946,0.84964614508582
947,0.8412905005605797
948,0.8365600563055495
949,0.8475665180039823
950,0.8493172244759374
951,0.837460167006787
952,0.8558726475987026
953,0.8424947744064398
954,0.8393815231499985
955,0.8456204043955111
956,0.8404275260572321
957,0.8499255507651825
958,0.8404151473246021
959,0.8303335537926668
960,0.8371436251295347
961,0.8558850263313327
962,0.8519927991143901
963,0.8340056164078333
964,0.8288374955348142
965,0.8414982864297259
966,0.8427989375510622
967,0.8429448297570585
968,0.846837056974001
969,0.8236322384639053
970,0.8445991589535372
971,0.8384690337161309
972,0.8416070424378322
973,0.8521634487856463
974,0.8411569870872134
975,0.851409230290405
976,0.8464957576314887
977,0.8441491036029185
978,0.8530511807542538
979,0.8463622441581223
980,0.8402816338512358
981,0.8303335537926668
982,0.8618321231648528
983,0.8387979543260135
984,0.842640666612436
985,0.8414487714992059
986,0.8658207276572718
987,0.8508132827337901
988,0.8497549010939263
989,0.842653045345066
990,0.8398315785006171
991,0.8407069317365947
992,0.8442826170762848
993,0.8306129594720293
994,0.8393691444173684
995,0.8228903987012941
996,0.8352222689863232
997,0.835684703069572
998,0.8486001421785861
999,0.8335803185224744
